ID,MappingID,EntityType,RawValue,NormalizedValue,CanonicalValue,Decision,MatchMethod,Confidence,SourceURL,Timestamp
200,map_744a08fe-1ce9-455e-aa14-03c06b87da8a,RESEARCH_PAPER,LevelSyn: Physical-Aware Logic Synthesis via Level-Asynchronous Graph Neural Networks,levelsyn physical aware logic synthesis via level asynchronous graph neural networks,Levelsyn Physical Aware Logic Synthesis Via Level Asynchronous Graph Neural Networks,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03594v1,2026-09-11T05:40:05Z
201,map_6cf9687a-0a88-4068-9e10-ae137b4ecf50,RESEARCH_PAPER,KC-Bench: A Dynamic Interactive Benchmark for Evaluating Knowledge Conflicts in LLM Agents,kc bench a dynamic interactive benchmark for evaluating knowledge conflicts in llm agents,Kc Bench A Dynamic Interactive Benchmark For Evaluating Knowledge Conflicts In Llm Agents,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03588v1,2026-09-11T05:40:12Z
202,map_1f43ec57-4a74-41d2-91e9-9df75511a8fe,RESEARCH_PAPER,From Prior-Guided Heuristics to Deployable Agents: Accelerating Demonstration-Driven Reinforcement Learning for Deadline-Constrained Network Control,from prior guided heuristics to deployable agents accelerating demonstration driven reinforcement learning for deadline constrained network control,From Prior Guided Heuristics To Deployable Agents Accelerating Demonstration Driven Reinforcement Learning For Deadline Constrained Network Control,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03590v1,2026-09-11T05:40:12Z
203,map_9d170aec-4228-4d92-bfe0-255e8cb253cb,RESEARCH_PAPER,HalluPeer: A Taxonomy-driven Benchmark for Detecting Hallucinations in Scientific Peer Reviews,hallupeer a taxonomy driven benchmark for detecting hallucinations in scientific peer reviews,Hallupeer A Taxonomy Driven Benchmark For Detecting Hallucinations In Scientific Peer Reviews,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03580v1,2026-09-11T05:40:12Z
204,map_ea3f0758-675c-4313-9739-1faed733fca7,RESEARCH_PAPER,The Attention Triangle in Audio-Video Models,the attention triangle in audio video models,The Attention Triangle In Audio Video Models,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03586v1,2026-09-11T05:40:18Z
205,map_d825f1b2-3722-42cf-99b2-2f0a048d603d,RESEARCH_PAPER,Scalable Context Orchestration for Serving LLMs Over Voice,scalable context orchestration for serving llms over voice,Scalable Context Orchestration For Serving Llms Over Voice,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.04288v1,2026-09-11T05:40:24Z
206,map_2a22f32b-89b7-4012-9dd8-063496265ff3,RESEARCH_PAPER,Toward Physically Grounded JEPA World Models for Goal-Conditioned Robotic Planning,toward physically grounded jepa world models for goal conditioned robotic planning,Toward Physically Grounded Jepa World Models For Goal Conditioned Robotic Planning,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03565v1,2026-09-11T05:40:28Z
207,map_1961c279-1b2f-4347-8234-30d89c0cbc4a,RESEARCH_PAPER,GPS-Bench: A Governance Policy Benchmark for Automating Policy Analysis,gps bench a governance policy benchmark for automating policy analysis,Gps Bench A Governance Policy Benchmark For Automating Policy Analysis,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03553v1,2026-09-11T05:40:33Z
208,map_2e526bbe-97c7-4c84-9b91-b854aaa3af5b,RESEARCH_PAPER,WIDE: Wildcard Inference with Dynamic Expansion for Cross-Modal Generative Retrieval,wide wildcard inference with dynamic expansion for cross modal generative retrieval,Wide Wildcard Inference With Dynamic Expansion For Cross Modal Generative Retrieval,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03554v1,2026-09-11T05:40:33Z
209,map_ed9d0601-d08f-46af-8e82-8978b2547934,RESEARCH_PAPER,Dalek: A Constructive Agent Machine,dalek a constructive agent machine,Dalek A Constructive Agent Machine,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03546v1,2026-09-11T05:40:39Z
210,map_cf136ef2-488d-4256-ad42-b92dba1e60ac,RESEARCH_PAPER,"From Matching Models to Recruiting Agents: A Systematized Narrative Review of AI Recruitment Systems, Evaluation, and Governance",from matching models to recruiting agents a systematized narrative review of ai recruitment systems evaluation and governance,From Matching Models To Recruiting Agents A Systematized Narrative Review Of Ai Recruitment Systems Evaluation And Governance,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.04286v1,2026-09-11T05:40:40Z
211,map_3f730fd3-4595-44f2-bba9-6b9fa8fa664d,RESEARCH_PAPER,TruncGradGS: Improved 3D Gaussian Splatting via Truncated Gradient Updates,truncgradgs improved 3d gaussian splatting via truncated gradient updates,Truncgradgs Improved 3d Gaussian Splatting Via Truncated Gradient Updates,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03534v1,2026-09-11T05:40:43Z
212,map_07c3a450-9319-487b-8e7c-aa6e50329cca,RESEARCH_PAPER,Feature Reconfiguration With Visual Prior for Medical Lesion Segmentation,feature reconfiguration with visual prior for medical lesion segmentation,Feature Reconfiguration With Visual Prior For Medical Lesion Segmentation,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03535v2,2026-09-11T05:40:43Z
213,map_7796224d-532a-4d68-9a49-5787cb0601a7,RESEARCH_PAPER,NeoRed: A Knowledge-Logic-Alignment Multimodal Large Language Model for Neonatal Respiratory Disease Diagnosis,neored a knowledge logic alignment multimodal large language model for neonatal respiratory disease diagnosis,Neored A Knowledge Logic Alignment Multimodal Large Language Model For Neonatal Respiratory Disease Diagnosis,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03527v2,2026-09-11T05:40:46Z
214,map_fd881bb2-b7ce-4abc-bcec-9ea78d6e061c,RESEARCH_PAPER,LeanGRPO: Eliminating Redundant Recomputation in Diffusion RL,leangrpo eliminating redundant recomputation in diffusion rl,Leangrpo Eliminating Redundant Recomputation In Diffusion Rl,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03528v1,2026-09-11T05:40:48Z
215,map_59f35b2c-4b82-49c7-b56c-b652c03f80de,RESEARCH_PAPER,CulturalMenuBench: Probing the Knowledge-Application Gap in Multimodal Culinary Reasoning,culturalmenubench probing the knowledge application gap in multimodal culinary reasoning,Culturalmenubench Probing The Knowledge Application Gap In Multimodal Culinary Reasoning,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03526v1,2026-09-11T05:40:51Z
216,map_c00afd03-84d7-4298-b9a7-429e48dbf457,RESEARCH_PAPER,Neural Video Compression Based on Deformable Temporal Alignment and Difference-aware Fusion,neural video compression based on deformable temporal alignment and difference aware fusion,Neural Video Compression Based On Deformable Temporal Alignment And Difference Aware Fusion,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03520v1,2026-09-11T05:40:54Z
217,map_ab82378b-7e23-4cde-8a63-d8d3ba9b815f,RESEARCH_PAPER,What Matters for Aggressive Decoding-Time KV Eviction? Temporal Aggregation and Ranking Preservation,what matters for aggressive decoding time kv eviction temporal aggregation and ranking preservation,What Matters For Aggressive Decoding Time Kv Eviction Temporal Aggregation And Ranking Preservation,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03515v1,2026-09-11T05:40:54Z
218,map_4de97865-125e-4838-8a8a-42b31d389c00,RESEARCH_PAPER,LongCounsel-8: A Benchmark Suite for Longitudinal Depression Tracking from Multi-Session Counseling Dialogues,longcounsel 8 a benchmark suite for longitudinal depression tracking from multi session counseling dialogues,Longcounsel 8 A Benchmark Suite For Longitudinal Depression Tracking From Multi Session Counseling Dialogues,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03507v1,2026-09-11T05:40:57Z
219,map_8e306027-10fe-4290-8367-898e1232ab9e,RESEARCH_PAPER,PPO-STGNN: A Proximal Policy Optimization Approach with Spatio-Temporal Graph Neural Networks for DAG Task Scheduling in Cloud-Edge-End Computing,ppo stgnn a proximal policy optimization approach with spatio temporal graph neural networks for dag task scheduling in cloud edge end computing,Ppo Stgnn A Proximal Policy Optimization Approach With Spatio Temporal Graph Neural Networks For Dag Task Scheduling In Cloud Edge End Computing,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03503v1,2026-09-11T05:40:59Z
220,map_a86ea560-f653-4ccd-beff-34dae975e6cc,RESEARCH_PAPER,BRIDGE: An Open-Source Humanoid Platform via Morphology-Control Co-Design for Physical AI,bridge an open source humanoid platform via morphology control design for physical ai,Bridge An Open Source Humanoid Platform Via Morphology Control Design For Physical Ai,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03497v1,2026-09-11T05:41:00Z
221,map_6dbdaa5d-b7f0-4ae3-abce-f7a1af6096d9,RESEARCH_PAPER,Building and Evaluating Fixed-Voice Thai TTS from Synthetic Speech,building and evaluating fixed voice thai tts from synthetic speech,Building And Evaluating Fixed Voice Thai Tts From Synthetic Speech,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03502v1,2026-09-11T05:41:03Z
222,map_f42651bd-12b8-42ee-88db-227000faf380,RESEARCH_PAPER,GrowPage: On-Demand KV Budgeting for Efficient LLM Reasoning Serving,growpage on demand kv budgeting for efficient llm reasoning serving,Growpage On Demand Kv Budgeting For Efficient Llm Reasoning Serving,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03494v1,2026-09-11T05:41:06Z
223,map_0e1a993e-3867-481b-b6e1-8f0edfd678b0,RESEARCH_PAPER,Making Every Tool Call Count: Necessary Tool-Evidence Path Rewards for Agentic Vision-Language Models,making every tool call count necessary tool evidence path rewards for agentic vision language models,Making Every Tool Call Count Necessary Tool Evidence Path Rewards For Agentic Vision Language Models,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03493v1,2026-09-11T05:41:10Z
224,map_eeb580f3-de1b-4dc1-93a4-644a9fd857ac,RESEARCH_PAPER,Pattern Over-Generalization of Knowledge Graph Embedding,pattern over generalization of knowledge graph embedding,Pattern Over Generalization Of Knowledge Graph Embedding,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03487v1,2026-09-11T05:41:11Z
225,map_faf180aa-5766-4119-ad29-73f506cc2587,RESEARCH_PAPER,Air-Ground Collaborative Vision-and-Language Navigation via Shared Bird's-Eye Maps,air ground collaborative vision and language navigation via shared bird s eye maps,Air Ground Collaborative Vision And Language Navigation Via Shared Bird S Eye Maps,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03483v3,2026-09-11T05:41:14Z
226,map_2921b272-231f-442c-ae60-ab99ae0584f3,RESEARCH_PAPER,Tree species mapping in Denmark: A comparison of spectral-temporal features with geospatial foundation model embeddings,tree species mapping in denmark a comparison of spectral temporal features with geospatial foundation model embeddings,Tree Species Mapping In Denmark A Comparison Of Spectral Temporal Features With Geospatial Foundation Model Embeddings,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03480v2,2026-09-11T05:41:15Z
227,map_fcf412cd-9c95-4ccb-a6a8-4f9ac80f9521,RESEARCH_PAPER,AutoGraphForge: Towards Automated Graph Theory Discovery,autographforge towards automated graph theory discovery,Autographforge Towards Automated Graph Theory Discovery,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03478v1,2026-09-11T05:41:17Z
228,map_362baae5-9a75-4c1d-99ee-9eccffdbd2cb,RESEARCH_PAPER,When Users Don't Ask: Benchmarking Context-Driven Memory Retrieval in Conversational Agents,when users don t ask benchmarking context driven memory retrieval in conversational agents,When Users Don T Ask Benchmarking Context Driven Memory Retrieval In Conversational Agents,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03467v1,2026-09-11T05:41:21Z
229,map_210f7692-950f-4f2a-9bfa-357007b32dc9,RESEARCH_PAPER,"Beyond ""Made with AI"": Visualizing Provenance Density to Mitigate the Transparency Penalty",beyond made with ai visualizing provenance density to mitigate the transparency penalty,Beyond Made With Ai Visualizing Provenance Density To Mitigate The Transparency Penalty,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03460v1,2026-09-11T05:41:23Z
230,map_ee967449-1f7a-48b7-86da-dda7b9082178,RESEARCH_PAPER,The Psychological Costs of Artificial Intelligence Adoption in Software Engineering,the psychological costs of artificial intelligence adoption in software engineering,The Psychological Costs Of Artificial Intelligence Adoption In Software Engineering,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03456v1,2026-09-11T05:41:32Z
231,map_f7fa0a46-31fa-40fd-b5ba-547371985e30,RESEARCH_PAPER,Plan Pointers and Record-Directive Form in Budgeted Verification of Inherited Agent Memory,plan pointers and record directive form in budgeted verification of inherited agent memory,Plan Pointers And Record Directive Form In Budgeted Verification Of Inherited Agent Memory,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03450v1,2026-09-11T05:41:34Z
232,map_f400cd1d-2deb-4d80-b120-a8111cb67bf4,RESEARCH_PAPER,"It's the Problem, Not the Path: Budget and Difficulty Confounds in LLM Reasoning Trajectories",it s the problem not the path budget and difficulty confounds in llm reasoning trajectories,It S The Problem Not The Path Budget And Difficulty Confounds In Llm Reasoning Trajectories,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03436v1,2026-09-11T05:41:37Z
233,map_ee7c67ef-80f2-4c7c-a5ad-3c1677ac6303,RESEARCH_PAPER,Do GUI Agents Know When Not to Act? Enabling Conflict-Aware Termination for Multimodal GUI Agents,do gui agents know when not to act enabling conflict aware termination for multimodal gui agents,Do Gui Agents Know When Not To Act Enabling Conflict Aware Termination For Multimodal Gui Agents,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03438v1,2026-09-11T05:41:45Z
234,map_82669c32-7093-4767-af70-cc5f5470380d,RESEARCH_PAPER,TraveL: Transformer-based Multi-view Path Distributional Representation Learning,travel transformer based multi view path distributional representation learning,Travel Transformer Based Multi View Path Distributional Representation Learning,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03427v1,2026-09-11T05:41:45Z
235,map_1a8610a3-5acc-430b-82b1-b81893c76f3c,RESEARCH_PAPER,Subject-Relative Micro-Motion and Sleep Dynamics for Near-Infrared Video Sleep Staging,subject relative micro motion and sleep dynamics for near infrared video sleep staging,Subject Relative Micro Motion And Sleep Dynamics For Near Infrared Video Sleep Staging,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.05550v1,2026-09-11T05:41:48Z
236,map_5dc95da0-7a88-467d-a9ae-2691ef8c2015,RESEARCH_PAPER,"Privacy, Robustness, and Fairness Trade-offs in Federated Intrusion Detection: Geometric Indistinguishability at the Aggregation Interface",privacy robustness and fairness trade offs in federated intrusion detection geometric indistinguishability at the aggregation interface,Privacy Robustness And Fairness Trade Offs In Federated Intrusion Detection Geometric Indistinguishability At The Aggregation Interface,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03420v1,2026-09-11T05:41:53Z
237,map_b97658dc-b91c-46e4-85c7-fa6303fb4c99,RESEARCH_PAPER,The Civilization Framework: Sovereign-Anchored Communication Between Personal Multi-Agent Systems,the civilization framework sovereign anchored communication between personal multi agent systems,The Civilization Framework Sovereign Anchored Communication Between Personal Multi Agent Systems,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03425v1,2026-09-11T05:41:56Z
238,map_09964cfd-f498-49d4-9d3a-07de2aa4f0eb,RESEARCH_PAPER,DuplexSpeechBench-IFEval: Evaluating Implicit Instruction Following in Full-Duplex Voice Agents,duplexspeechbench ifeval evaluating implicit instruction following in full duplex voice agents,Duplexspeechbench Ifeval Evaluating Implicit Instruction Following In Full Duplex Voice Agents,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03423v1,2026-09-11T05:42:00Z
239,map_442e2be3-e4a4-4557-91d1-c4fee52e8944,RESEARCH_PAPER,Dude: A Dual-Detection Multi-Agent System for Paper-Code Discrepancy Detection,dude a dual detection multi agent system for paper code discrepancy detection,Dude A Dual Detection Multi Agent System For Paper Code Discrepancy Detection,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03416v2,2026-09-11T05:42:00Z
240,map_103458d1-db9f-4451-b103-2ce1319d81c4,RESEARCH_PAPER,StrixAE: An Intelligent Agent for Audio Enhancement under Complex Distortion Coupling in Real-World Scenarios,strixae an intelligent agent for audio enhancement under complex distortion coupling in real world scenarios,Strixae An Intelligent Agent For Audio Enhancement Under Complex Distortion Coupling In Real World Scenarios,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03414v1,2026-09-11T05:42:07Z
241,map_187f7fb0-cae5-4eef-b7a5-b73b67c72f2b,RESEARCH_PAPER,Caught in the Story: Narrative Captivity in Multi-turn LLMs Conversation,caught in the story narrative captivity in multi turn llms conversation,Caught In The Story Narrative Captivity In Multi Turn Llms Conversation,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03407v1,2026-09-11T05:42:07Z
242,map_e2c99d69-36fb-4f0a-89c2-b2acde2eb6f9,RESEARCH_PAPER,"A Prompt-Engineering Approach to Develop Scalable, Flexible, and Real-Time Hybrid Micro-Level Personalization in a General Purpose AI Teaching Assistant",a prompt engineering approach to develop scalable flexible and real time hybrid micro level personalization in a general purpose ai teaching assistant,A Prompt Engineering Approach To Develop Scalable Flexible And Real Time Hybrid Micro Level Personalization In A General Purpose Ai Teaching Assistant,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03402v1,2026-09-11T05:42:11Z
243,map_2a3a67b5-f2b3-4bde-8c0c-995fb8c7e056,RESEARCH_PAPER,Spectral Convergence of Random Feature Method in Multiple Dimensions,spectral convergence of random feature method in multiple dimensions,Spectral Convergence Of Random Feature Method In Multiple Dimensions,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03401v1,2026-09-11T05:42:11Z
244,map_88028c9f-d224-44e0-bbed-d167002d28be,RESEARCH_PAPER,TabScope: Question-Adaptive Scope Selection for Table Question Answering,tabscope question adaptive scope selection for table question answering,Tabscope Question Adaptive Scope Selection For Table Question Answering,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03395v1,2026-09-11T05:42:13Z
245,map_d873216b-2699-4581-a9f4-f068a7fda791,RESEARCH_PAPER,Exploring the Potential of Contrastive Language-Image Pre-training for Multi-Source Remote Sensing Data,exploring the potential of contrastive language image pre training for multi source remote sensing data,Exploring The Potential Of Contrastive Language Image Pre Training For Multi Source Remote Sensing Data,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03391v1,2026-09-11T05:42:15Z
246,map_4e0229a8-e303-4e0b-b525-193a3650f5ca,RESEARCH_PAPER,When Seeing Overrides Knowing: Visual Dominance and Deferral-Based Method for Personalized Safety in VLMs,when seeing overrides knowing visual dominance and deferral based method for personalized safety in vlms,When Seeing Overrides Knowing Visual Dominance And Deferral Based Method For Personalized Safety In Vlms,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.04281v1,2026-09-11T05:42:19Z
247,map_8e5ecb7a-90cb-40a1-9028-a8809621a9ed,RESEARCH_PAPER,"Fresh Memory, Stale Plans: Dependency-Scoped Validation for Distributed LLM-Agent Memory",fresh memory stale plans dependency scoped validation for distributed llm agent memory,Fresh Memory Stale Plans Dependency Scoped Validation For Distributed Llm Agent Memory,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03340v1,2026-09-11T05:42:25Z
248,map_a2478be7-d7d4-4cbe-a256-a4e38438706a,RESEARCH_PAPER,"Trust Me, I'm Your Developer: Self-Issued Authentication in Large Language Models",trust me i m your developer self issued authentication in large language models,Trust Me I M Your Developer Self Issued Authentication In Large Language Models,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03247v1,2026-09-11T05:42:25Z
249,map_885664da-3795-4ede-ae43-4f34a8cb1ef5,RESEARCH_PAPER,FlowBalance: Verifier-Grounded Self-Improvement from On-Policy Reasoning Experience,flowbalance verifier grounded self improvement from on policy reasoning experience,Flowbalance Verifier Grounded Self Improvement From On Policy Reasoning Experience,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03241v1,2026-09-11T05:42:30Z
250,map_da48a3ab-cb06-4b00-b6f0-798a016a4d70,RESEARCH_PAPER,Speculative Macro Commit for Faster Tool-Using Agents,speculative macro commit for faster tool using agents,Speculative Macro Commit For Faster Tool Using Agents,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03236v1,2026-09-11T05:42:32Z
251,map_bbff2aad-e4e2-488a-a2fa-4bd810a99cc8,RESEARCH_PAPER,MasterControl Seventeen Every Time,mastercontrol seventeen every time,Mastercontrol Seventeen Every Time,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03209v1,2026-09-11T05:42:34Z
252,map_2fdd3a66-a15d-454e-b58c-9e8c128d15e4,RESEARCH_PAPER,ObserverBench: Testing Mechanistic Estimates for Intervention and Control,observerbench testing mechanistic estimates for intervention and control,Observerbench Testing Mechanistic Estimates For Intervention And Control,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03026v1,2026-09-11T05:43:06Z
253,map_82d63d84-5418-4efd-b8fe-812dd6153bf9,RESEARCH_PAPER,SHELF: A Synthetic Harness for Multi-Task Bibliographic Benchmarking,shelf a synthetic harness for multi task bibliographic benchmarking,Shelf A Synthetic Harness For Multi Task Bibliographic Benchmarking,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03047v1,2026-09-11T05:43:08Z
254,map_067dc177-7ea7-4330-b0e7-a1f29a03bdee,RESEARCH_PAPER,"ProToMEx: Rapid, Interpretable Explanations via Structured Representations",protomex rapid interpretable explanations via structured representations,Protomex Rapid Interpretable Explanations Via Structured Representations,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.04265v1,2026-09-11T05:43:09Z
255,map_fe1fb41f-e4f9-4aa4-ae98-50219185e632,RESEARCH_PAPER,Verify Before You Distill: Prompt-Level Teacher Gating for On-Policy Distillation,verify before you distill prompt level teacher gating for on policy distillation,Verify Before You Distill Prompt Level Teacher Gating For On Policy Distillation,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.02998v1,2026-09-11T05:43:10Z
256,map_61299422-d466-4d22-8d02-834bdb4bafb8,RESEARCH_PAPER,Reducing Catastrophic Risk from AI with Systematic Monitoring and Evaluation of Rogue AI Progression,reducing catastrophic risk from ai with systematic monitoring and evaluation of rogue ai progression,Reducing Catastrophic Risk From Ai With Systematic Monitoring And Evaluation Of Rogue Ai Progression,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.03189v2,2026-09-11T05:43:12Z
257,map_24c4d3db-a51b-4501-82ca-e863fb4cfc2d,RESEARCH_PAPER,Discriminative World Models for Web Agents,discriminative world models for web agents,Discriminative World Models For Web Agents,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.02885v1,2026-09-11T05:43:12Z
258,map_a5c32d89-6d97-42b9-a773-0aecb58918e3,RESEARCH_PAPER,Towards Trustworthy Autonomous Robots: An Explainable AI-Based Decision Framework,towards trustworthy autonomous robots an explainable ai based decision framework,Towards Trustworthy Autonomous Robots An Explainable Ai Based Decision Framework,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.02861v1,2026-09-11T05:43:20Z
259,map_cc2238c2-abb6-448e-a66a-abdd0fd9f69d,RESEARCH_PAPER,Post-Training Language Models for Gold-Medal Performance in Coding Competitions,post training language models for gold medal performance in coding competitions,Post Training Language Models For Gold Medal Performance In Coding Competitions,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.02849v2,2026-09-11T05:43:22Z
260,map_6eb582f5-f2c7-48e0-92e1-e507efa54ec3,RESEARCH_PAPER,AI Contextual Measurement for Recovering Individual and Group-Level Effects: Validation Against Survey Measures and an Occupational Application,ai contextual measurement for recovering individual and group level effects validation against survey measures and an occupational application,Ai Contextual Measurement For Recovering Individual And Group Level Effects Validation Against Survey Measures And An Occupational Application,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.02821v1,2026-09-11T05:43:22Z
261,map_e400dcd8-5670-4781-a532-25927c04430c,RESEARCH_PAPER,Large Language Models (LLMs) for Telecom Root Cause Analysis (RCA): A Structured Reasoning Framework for Evidence-Grounded Diagnosis,large language models llms for telecom root cause analysis rca a structured reasoning framework for evidence grounded diagnosis,Large Language Models Llms For Telecom Root Cause Analysis Rca A Structured Reasoning Framework For Evidence Grounded Diagnosis,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.02805v1,2026-09-11T05:43:24Z
